Symbol,Date,Open,High,Low,Close,Volume,Category
NHPC,2025-10-09,85.5,88.12,85.21,86.67,13086247,Mid Cap
GMRAIRPORT,2025-10-09,87.15,91.1,87.07,90.71,12062943,Mid Cap
NYKAA,2025-10-09,257.42,265.5,256.51,264.11,9572887,Mid Cap
BSE,2025-10-09,2244.2,2338.0,2230.0,2330.2,7865924,Mid Cap
UNIONBANK,2025-10-09,136.65,139.35,136.15,137.83,7305339,Mid Cap
GAIL,2025-10-09,177.52,179.18,177.52,178.45,5696104,Mid Cap
ASHOKLEY,2025-10-09,139.5,139.91,137.43,138.64,5658661,Mid Cap
BHEL,2025-10-09,239.5,240.9,237.79,239.04,4334247,Mid Cap
INDUSTOWER,2025-10-09,355.0,356.75,352.0,354.85,4320615,Mid Cap
NTPCGREEN,2025-10-09,98.56,98.77,97.4,98.17,4164112,Mid Cap
RVNL,2025-10-09,344.5,347.3,341.2,344.4,4026015,Mid Cap
VBL,2025-10-09,434.0,447.35,431.85,445.9,3947619,Mid Cap
PRESTIGE,2025-10-09,1570.0,1618.8,1553.3,1582.9,3660768,Mid Cap
LTF,2025-10-09,255.95,261.0,255.55,260.24,3597676,Mid Cap
INDUSINDBK,2025-10-09,744.0,753.3,743.0,749.15,3506978,Mid Cap
PAYTM,2025-10-09,1225.0,1251.0,1224.3,1246.3,3067327,Mid Cap
MAXHEALTH,2025-10-09,1148.0,1163.0,1131.7,1155.8,3052853,Mid Cap
DABUR,2025-10-09,480.45,486.5,479.15,485.4,3052079,Mid Cap
JINDALSTEL,2025-10-09,1023.9,1044.4,1020.3,1040.3,2732150,Mid Cap
BIOCON,2025-10-09,350.9,356.55,350.5,352.5,2666494,Mid Cap
LAURUSLABS,2025-10-09,861.1,875.3,845.35,865.1,2609957,Mid Cap
ZYDUSLIFE,2025-10-09,993.0,1015.65,990.1,994.45,2566310,Mid Cap
ABCAPITAL,2025-10-09,296.9,299.0,294.95,297.95,2420997,Mid Cap
LUPIN,2025-10-09,1933.0,1984.2,1930.6,1957.6,2308301,Mid Cap
FORTIS,2025-10-09,1061.0,1072.55,1050.0,1068.85,2248117,Mid Cap
GODREJCP,2025-10-09,1130.0,1138.0,1124.2,1128.8,2161078,Mid Cap
NAUKRI,2025-10-09,1390.0,1393.0,1332.6,1346.5,2141013,Mid Cap
MARICO,2025-10-09,706.5,717.85,704.35,715.85,1809553,Mid Cap
JUBLFOOD,2025-10-09,604.9,605.75,597.5,599.15,1733574,Mid Cap
AUBANK,2025-10-09,770.0,771.0,756.1,760.0,1723753,Mid Cap
UNOMINDA,2025-10-09,1315.0,1316.6,1251.6,1260.0,1501498,Mid Cap
CHOLAFIN,2025-10-09,1607.5,1625.0,1596.4,1621.4,1404177,Mid Cap
POLICYBZR,2025-10-09,1770.0,1770.0,1719.0,1735.7,1089613,Mid Cap
LLOYDSME,2025-10-09,1296.0,1354.5,1296.0,1350.1,1070229,Mid Cap
VOLTAS,2025-10-09,1367.0,1395.0,1366.5,1382.0,1000102,Mid Cap
INDIANB,2025-10-09,760.25,768.3,756.6,766.2,968037,Mid Cap
WAAREEENER,2025-10-09,3328.0,3356.4,3270.0,3344.7,861391,Mid Cap
MAZDOCK,2025-10-09,2814.7,2900.0,2801.2,2888.7,834915,Mid Cap
AMBUJACEM,2025-10-09,566.4,569.15,562.05,565.9,816362,Mid Cap
SYNGENE,2025-10-09,630.0,643.4,630.0,638.6,755810,Mid Cap
TRENT,2025-10-09,4630.0,4676.9,4601.2,4660.9,749429,Mid Cap
LICI,2025-10-09,893.8,897.7,889.1,895.2,693273,Mid Cap
ADANIENT,2025-10-09,2535.0,2559.0,2522.2,2542.4,651703,Mid Cap
KPITTECH,2025-10-09,1160.8,1168.7,1145.3,1162.4,575948,Mid Cap
SBICARD,2025-10-09,919.75,928.2,910.25,923.1,573088,Mid Cap
HAVELLS,2025-10-09,1505.0,1509.0,1480.7,1485.8,561521,Mid Cap
PIDILITIND,2025-10-09,1499.0,1515.9,1486.6,1510.4,543793,Mid Cap
MPHASIS,2025-10-09,2800.0,2829.0,2790.7,2807.2,472352,Mid Cap
HDFCAMC,2025-10-09,5494.0,5529.5,5430.5,5479.0,416463,Mid Cap
COLPAL,2025-10-09,2211.0,2219.3,2201.0,2208.6,406979,Mid Cap
MUTHOOTFIN,2025-10-09,3250.0,3268.1,3234.1,3249.5,366182,Mid Cap
TATAELXSI,2025-10-09,5460.0,5604.0,5433.0,5573.0,361874,Mid Cap
APOLLOHOSP,2025-10-09,7690.0,7750.0,7620.0,7695.0,295802,Mid Cap
