Symbol,Date,Open,High,Low,Close,Volume,Category
GMRAIRPORT,2025-11-18,97.66000366210938,104.8499984741211,97.5,103.72000122070312,103942874,Mid Cap
PAYTM,2025-11-18,1314.0,1333.9000244140625,1290.5,1295.5,18480700,Mid Cap
BHEL,2025-11-18,284.95001220703125,290.20001220703125,282.8999938964844,289.1000061035156,11331385,Mid Cap
ASHOKLEY,2025-11-18,149.4499969482422,149.4499969482422,147.00999450683594,147.22999572753906,11011574,Mid Cap
NHPC,2025-11-18,81.58999633789062,81.58999633789062,80.0999984741211,80.52999877929688,9469901,Mid Cap
NYKAA,2025-11-18,271.79998779296875,273.2200012207031,267.8299865722656,269.0,8679812,Mid Cap
INDUSTOWER,2025-11-18,411.0,411.70001220703125,400.8500061035156,402.20001220703125,7796440,Mid Cap
BIOCON,2025-11-18,422.5,424.95001220703125,416.5,421.6000061035156,7435859,Mid Cap
GAIL,2025-11-18,186.49000549316406,186.49000549316406,183.00999450683594,184.30999755859375,6258346,Mid Cap
UNIONBANK,2025-11-18,154.07000732421875,154.74000549316406,152.39999389648438,153.11000061035156,5854356,Mid Cap
MAXHEALTH,2025-11-18,1141.4000244140625,1144.5999755859375,1112.0,1116.699951171875,5778609,Mid Cap
BSE,2025-11-18,2811.60009765625,2872.5,2787.89990234375,2834.10009765625,5402047,Mid Cap
MPHASIS,2025-11-18,2651.0,2708.0,2626.800048828125,2658.5,4967148,Mid Cap
LTF,2025-11-18,299.8999938964844,300.04998779296875,295.75,296.5,4591799,Mid Cap
VBL,2025-11-18,459.70001220703125,460.5,454.0,457.8999938964844,3423352,Mid Cap
RVNL,2025-11-18,327.0,327.3999938964844,320.29998779296875,321.20001220703125,3135804,Mid Cap
AUBANK,2025-11-18,912.6500244140625,929.9000244140625,909.9000244140625,920.1500244140625,3096491,Mid Cap
FORTIS,2025-11-18,946.4000244140625,946.4000244140625,922.0,928.0999755859375,2324638,Mid Cap
MARICO,2025-11-18,757.9500122070312,765.2999877929688,753.0499877929688,756.4500122070312,2300159,Mid Cap
ABCAPITAL,2025-11-18,336.0,336.5,330.5,333.1000061035156,2174916,Mid Cap
NTPCGREEN,2025-11-18,99.19999694824219,99.27999877929688,98.19999694824219,98.26000213623047,2028318,Mid Cap
DABUR,2025-11-18,524.2000122070312,524.25,512.5,520.8499755859375,1958050,Mid Cap
INDUSINDBK,2025-11-18,854.0499877929688,858.5,845.0499877929688,847.9500122070312,1957957,Mid Cap
JUBLFOOD,2025-11-18,605.9000244140625,605.9000244140625,595.0999755859375,600.3499755859375,1729892,Mid Cap
GODREJCP,2025-11-18,1151.699951171875,1154.0,1135.0999755859375,1142.0999755859375,1655215,Mid Cap
JINDALSTEL,2025-11-18,1078.0999755859375,1078.300048828125,1057.199951171875,1066.300048828125,1436963,Mid Cap
POLICYBZR,2025-11-18,1815.0,1831.0,1789.0,1800.300048828125,1391840,Mid Cap
LUPIN,2025-11-18,2064.0,2064.0,2038.300048828125,2047.4000244140625,1357348,Mid Cap
