Symbol,Date,Open,High,Low,Close,Volume,Category
NHPC,2025-10-14,87.0,87.68,85.1,85.36,20520263,Mid Cap
GAIL,2025-10-14,180.33,183.5,173.47,175.37,13393866,Mid Cap
INDUSTOWER,2025-10-14,350.45,351.45,337.8,338.55,9282025,Mid Cap
BSE,2025-10-14,2501.0,2556.8,2428.5,2448.3,8984969,Mid Cap
ASHOKLEY,2025-10-14,137.93,138.39,134.62,135.41,8702406,Mid Cap
UNIONBANK,2025-10-14,140.1,140.34,136.74,137.0,6987798,Mid Cap
LTF,2025-10-14,268.0,268.6,261.4,262.93,4871445,Mid Cap
NYKAA,2025-10-14,263.23,263.23,254.86,255.79,4736812,Mid Cap
BHEL,2025-10-14,235.05,236.0,230.4,232.44,4680465,Mid Cap
BIOCON,2025-10-14,351.2,355.9,342.95,351.85,4339891,Mid Cap
ABCAPITAL,2025-10-14,300.45,302.4,295.1,298.0,4315572,Mid Cap
NTPCGREEN,2025-10-14,98.7,99.0,97.25,98.75,4178402,Mid Cap
GMRAIRPORT,2025-10-14,90.5,90.88,88.3,88.84,3991563,Mid Cap
TATACOMM,2025-10-14,1799.1,1899.0,1790.0,1872.6,3585496,Mid Cap
JUBLFOOD,2025-10-14,602.0,602.0,582.15,583.65,3465924,Mid Cap
RVNL,2025-10-14,338.5,341.15,331.75,333.05,3285293,Mid Cap
LAURUSLABS,2025-10-14,876.3,881.8,864.7,877.95,3218266,Mid Cap
PAYTM,2025-10-14,1253.0,1254.0,1226.0,1244.8,3180955,Mid Cap
WAAREEENER,2025-10-14,3475.6,3572.8,3470.0,3484.5,2488309,Mid Cap
AUBANK,2025-10-14,767.1,776.5,762.35,772.65,2260560,Mid Cap
MAXHEALTH,2025-10-14,1149.0,1165.0,1141.6,1161.5,1965357,Mid Cap
CHOLAFIN,2025-10-14,1652.1,1673.0,1639.0,1645.7,1887000,Mid Cap
INDUSINDBK,2025-10-14,758.0,763.05,743.3,750.4,1833516,Mid Cap
GODREJCP,2025-10-14,1114.6,1116.1,1097.3,1101.4,1831340,Mid Cap
INDIANB,2025-10-14,784.95,785.9,761.0,768.15,1808806,Mid Cap
DABUR,2025-10-14,487.75,489.75,484.55,487.35,1611549,Mid Cap
LICI,2025-10-14,899.0,906.0,895.0,902.0,1576596,Mid Cap
FORTIS,2025-10-14,1095.15,1102.4,1079.8,1081.4,1549189,Mid Cap
VBL,2025-10-14,443.75,444.9,438.6,441.6,1462957,Mid Cap
JINDALSTEL,2025-10-14,1017.3,1018.4,986.2,996.0,1404907,Mid Cap
HAVELLS,2025-10-14,1479.0,1479.0,1440.8,1449.1,1392203,Mid Cap
UNOMINDA,2025-10-14,1233.3,1234.7,1178.2,1185.4,1302870,Mid Cap
TATACHEM,2025-10-14,912.0,944.5,910.0,913.75,1204101,Mid Cap
VOLTAS,2025-10-14,1378.5,1399.7,1378.5,1391.7,1087951,Mid Cap
AMBUJACEM,2025-10-14,567.9,568.1,557.55,563.6,975792,Mid Cap
TRENT,2025-10-14,4690.0,4700.0,4598.6,4617.2,913650,Mid Cap
TORNTPOWER,2025-10-14,1288.0,1299.0,1275.0,1294.8,901908,Mid Cap
ZYDUSLIFE,2025-10-14,995.0,997.45,974.55,979.25,827749,Mid Cap
NAUKRI,2025-10-14,1345.5,1345.5,1320.0,1322.3,825533,Mid Cap
LUPIN,2025-10-14,1961.0,1976.9,1932.0,1937.3,751565,Mid Cap
SYNGENE,2025-10-14,634.0,635.3,617.55,625.65,719369,Mid Cap
ADANIENT,2025-10-14,2538.9,2538.9,2485.2,2517.0,673048,Mid Cap
SBICARD,2025-10-14,920.95,929.6,910.55,916.0,644491,Mid Cap
MARICO,2025-10-14,713.35,717.45,707.0,708.2,632893,Mid Cap
PRESTIGE,2025-10-14,1629.6,1629.6,1585.4,1603.6,632529,Mid Cap
POLICYBZR,2025-10-14,1730.0,1737.0,1701.0,1708.6,623647,Mid Cap
KPITTECH,2025-10-14,1159.8,1190.0,1142.0,1156.6,599444,Mid Cap
MAZDOCK,2025-10-14,2830.0,2854.0,2785.7,2800.0,533596,Mid Cap
MUTHOOTFIN,2025-10-14,3236.0,3285.0,3209.0,3218.3,524878,Mid Cap
DIXON,2025-10-14,17299.0,17299.0,16451.0,16634.0,455160,Mid Cap
MANKIND,2025-10-14,2436.4,2444.9,2400.1,2438.1,431056,Mid Cap
APOLLOHOSP,2025-10-14,7848.5,7848.5,7675.0,7759.0,413862,Mid Cap
PERSISTENT,2025-10-14,5360.0,5438.0,5287.4,5337.9,406572,Mid Cap
COLPAL,2025-10-14,2224.2,2225.0,2195.1,2202.4,350132,Mid Cap
SRF,2025-10-14,3061.6,3066.0,3026.1,3044.0,328210,Mid Cap
HDFCAMC,2025-10-14,5698.0,5712.5,5588.0,5594.0,310346,Mid Cap
ABB,2025-10-14,5169.5,5169.5,5081.5,5119.5,299352,Mid Cap
LLOYDSME,2025-10-14,1324.0,1331.9,1306.6,1323.4,289799,Mid Cap
PIDILITIND,2025-10-14,1513.0,1522.7,1487.7,1491.2,258073,Mid Cap
BHARTIHEXA,2025-10-14,1789.9,1791.2,1735.1,1756.0,176951,Mid Cap
TATAELXSI,2025-10-14,5370.0,5410.0,5312.5,5335.0,174112,Mid Cap
POLYCAB,2025-10-14,7700.0,7724.5,7570.5,7608.0,163491,Mid Cap
KPIL,2025-10-14,1265.9,1283.0,1256.0,1272.4,161292,Mid Cap
MPHASIS,2025-10-14,2775.0,2791.3,2732.6,2745.3,145319,Mid Cap
OFSS,2025-10-14,9197.5,9280.0,8921.0,8950.0,134209,Mid Cap
CUMMINSIND,2025-10-14,3957.0,3974.2,3927.7,3945.2,132397,Mid Cap
ESCORTS,2025-10-14,3580.0,3645.0,3576.0,3613.8,121826,Mid Cap
ALKEM,2025-10-14,5545.0,5545.0,5454.0,5493.0,79032,Mid Cap
SUNDARMFIN,2025-10-14,4429.8,4525.4,4382.4,4425.9,44383,Mid Cap
PAGEIND,2025-10-14,41350.0,41460.0,40370.0,40470.0,16757,Mid Cap
ABBOTINDIA,2025-10-14,30145.0,30250.0,29805.0,30095.0,5863,Mid Cap
RBLBANK,2025-10-14,294.0,299.6,285.85,291.5,34421273,Small Cap
HINDCOPPER,2025-10-14,346.5,353.3,328.6,330.15,15332635,Small Cap
SAIL,2025-10-14,132.94,134.2,128.0,128.77,13838918,Small Cap
UCOBANK,2025-10-14,31.79,31.85,30.7,30.81,12367112,Small Cap
BEL,2025-10-14,410.0,414.15,401.6,402.4,10789648,Small Cap
NBCC,2025-10-14,113.3,113.76,109.25,109.84,9419103,Small Cap
IOB,2025-10-14,39.75,39.77,38.45,38.6,8597175,Small Cap
IRB,2025-10-14,42.7,42.85,41.78,42.17,8581234,Small Cap
INOXWIND,2025-10-14,150.5,151.0,146.62,147.2,8204088,Small Cap
ANANDRATHI,2025-10-14,3046.0,3321.4,3020.0,3163.2,6829454,Small Cap
CENTRALBK,2025-10-14,37.8,37.88,36.66,36.76,6161837,Small Cap
IDBI,2025-10-14,92.9,93.6,91.2,91.74,6155623,Small Cap
CROMPTON,2025-10-14,285.2,286.4,278.0,280.1,5279016,Small Cap
PPLPHARMA,2025-10-14,197.58,198.19,190.72,192.26,4445505,Small Cap
GMRINFRA,2025-10-14,90.5,90.88,88.3,88.84,3991563,Small Cap
MANAPPURAM,2025-10-14,288.4,292.0,282.9,283.75,3160597,Small Cap
CDSL,2025-10-14,1627.0,1661.2,1600.3,1606.5,2945797,Small Cap
SJVN,2025-10-14,90.48,90.48,88.15,88.54,2874857,Small Cap
HUDCO,2025-10-14,230.44,231.0,224.26,224.94,2369411,Small Cap
MCX,2025-10-14,9014.0,9460.0,9014.0,9397.5,2000223,Small Cap
IRCON,2025-10-14,173.91,174.76,171.13,171.88,1575064,Small Cap
ITI,2025-10-14,338.0,339.75,324.1,327.6,1544814,Small Cap
DELHIVERY,2025-10-14,476.1,476.1,463.6,469.35,1438117,Small Cap
ASTERDM,2025-10-14,705.0,711.7,683.5,686.95,1432931,Small Cap
POONAWALLA,2025-10-14,531.4,535.5,514.1,517.2,1168976,Small Cap
FSL,2025-10-14,327.5,328.15,320.8,324.85,1019838,Small Cap
AEGISLOG,2025-10-14,815.0,840.0,800.5,808.35,926740,Small Cap
COFORGE,2025-10-14,1727.1,1735.0,1688.0,1700.5,836488,Small Cap
HAL,2025-10-14,4755.0,4793.9,4730.1,4746.8,790981,Small Cap
GRSE,2025-10-14,2618.0,2629.9,2551.0,2562.4,692581,Small Cap
IRCTC,2025-10-14,709.0,712.65,700.2,704.15,646712,Small Cap
KPIGREEN,2025-10-14,450.8,456.0,443.0,450.9,604152,Small Cap
KAYNES,2025-10-14,6874.0,7043.0,6852.0,6911.0,556166,Small Cap
BEML,2025-10-14,4379.8,4464.0,4305.0,4359.0,446062,Small Cap
EIHOTEL,2025-10-14,378.6,382.7,376.05,377.85,422134,Small Cap
ASTRAL,2025-10-14,1427.1,1428.0,1403.0,1418.6,388990,Small Cap
NAVA,2025-10-14,622.7,628.5,605.5,608.65,354893,Small Cap
GODFRYPHLP,2025-10-14,3295.8,3369.5,3245.0,3263.3,339155,Small Cap
KIMS,2025-10-14,717.2,720.5,705.05,715.7,331984,Small Cap
RAJESHEXPO,2025-10-14,181.24,181.97,177.02,177.61,316858,Small Cap
OBEROIRLTY,2025-10-14,1599.0,1599.0,1559.1,1571.0,282907,Small Cap
KEI,2025-10-14,4338.0,4376.9,4240.5,4361.8,282255,Small Cap
JBCHEPHARM,2025-10-14,1668.0,1671.9,1648.9,1659.1,276535,Small Cap
NH,2025-10-14,1755.2,1764.0,1732.8,1743.8,275902,Small Cap
SUMICHEM,2025-10-14,532.35,532.35,516.55,520.4,268694,Small Cap
WOCKPHARMA,2025-10-14,1395.1,1400.5,1365.0,1368.4,219821,Small Cap
CHOLAHLDNG,2025-10-14,1836.0,1841.5,1813.4,1832.2,214522,Small Cap
SUVEN,2025-10-14,201.0,204.0,192.1,196.09,186699,Small Cap
SHYAMMETL,2025-10-14,934.85,934.85,913.6,928.4,181859,Small Cap
AMBER,2025-10-14,8335.0,8407.5,8150.0,8204.5,177693,Small Cap
RAMCOCEM,2025-10-14,1010.9,1016.0,999.3,1002.35,170063,Small Cap
GODIGIT,2025-10-14,360.0,361.4,355.15,359.65,166102,Small Cap
RADICO,2025-10-14,2998.0,2998.0,2887.1,2911.3,144673,Small Cap
CREDITACC,2025-10-14,1409.0,1409.0,1368.0,1370.7,138209,Small Cap
AFFLE,2025-10-14,1959.9,1964.0,1911.1,1918.7,127111,Small Cap
THERMAX,2025-10-14,3172.0,3191.6,3102.0,3107.4,116715,Small Cap
LALPATHLAB,2025-10-14,3220.0,3220.0,3150.3,3176.2,108355,Small Cap
NAVINFLUOR,2025-10-14,4810.0,4929.0,4772.2,4895.9,98693,Small Cap
INDIAMART,2025-10-14,2398.0,2403.7,2321.1,2334.8,97073,Small Cap
METROPOLIS,2025-10-14,1975.1,1980.0,1945.0,1957.0,89905,Small Cap
VSTIND,2025-10-14,257.0,258.0,256.0,256.3,75080,Small Cap
DEEPAKNTR,2025-10-14,1773.1,1779.7,1751.1,1759.8,75030,Small Cap
EMCURE,2025-10-14,1370.0,1391.0,1335.2,1339.0,73216,Small Cap
FACT,2025-10-14,887.2,888.35,868.8,871.9,67992,Small Cap
AIIL,2025-10-14,3200.0,3252.0,3090.0,3134.3,66149,Small Cap
GILLETTE,2025-10-14,9490.0,9510.0,9385.0,9425.5,13633,Small Cap
RATNAMANI,2025-10-14,2325.0,2330.6,2298.0,2319.0,9306,Small Cap
ZFCVINDIA,2025-10-14,13125.0,13195.0,12973.0,13070.0,5059,Small Cap
LMW,2025-10-14,14801.0,14910.0,14725.0,14778.0,2148,Small Cap
