Symbol,Date,Open,High,Low,Close,Volume,Category
IDEA,2025-09-24,8.75,8.8,8.55,8.59,668089304,Mid Cap
ASHOKLEY,2025-09-24,142.5,143.99,139.6,142.26,36955881,Mid Cap
SUZLON,2025-09-24,58.78,58.88,57.36,57.5,36857550,Mid Cap
NHPC,2025-09-24,86.55,87.6,85.96,86.29,11309725,Mid Cap
GAIL,2025-09-24,178.7,179.0,175.66,175.91,10052187,Mid Cap
UNIONBANK,2025-09-24,140.6,141.63,138.77,139.17,9871490,Mid Cap
ABCAPITAL,2025-09-24,291.45,299.4,290.5,291.95,9448344,Mid Cap
INDUSTOWER,2025-09-24,359.1,363.35,355.55,358.15,7447494,Mid Cap
INDIANB,2025-09-24,697.2,722.0,697.0,708.2,5439709,Mid Cap
VBL,2025-09-24,459.0,460.95,451.55,452.6,5413256,Mid Cap
LTF,2025-09-24,246.0,249.52,245.17,246.82,4989930,Mid Cap
NTPCGREEN,2025-09-24,103.19,104.2,101.9,102.33,4848959,Mid Cap
BHEL,2025-09-24,238.5,239.17,234.74,236.01,4665179,Mid Cap
GMRAIRPORT,2025-09-24,90.49,90.85,88.9,89.05,4268707,Mid Cap
BSE,2025-09-24,2122.2,2135.0,2060.0,2076.4,4076948,Mid Cap
RVNL,2025-09-24,356.85,356.95,347.0,347.65,3854414,Mid Cap
AUBANK,2025-09-24,730.0,743.4,727.4,736.15,3424416,Mid Cap
MAXHEALTH,2025-09-24,1154.0,1157.0,1125.3,1133.2,3419686,Mid Cap
JUBLFOOD,2025-09-24,616.7,632.6,611.55,630.4,3119754,Mid Cap
WAAREEENER,2025-09-24,3440.6,3579.0,3440.0,3489.9,3044427,Mid Cap
INDUSINDBK,2025-09-24,755.25,758.95,738.9,740.75,2992154,Mid Cap
POLICYBZR,2025-09-24,1803.5,1805.0,1681.2,1735.2,2808912,Mid Cap
NYKAA,2025-09-24,238.7,239.99,236.0,237.05,2180403,Mid Cap
MARICO,2025-09-24,709.0,713.75,700.05,707.55,2131576,Mid Cap
AMBUJACEM,2025-09-24,589.0,598.35,581.65,582.65,2052599,Mid Cap
PAYTM,2025-09-24,1182.0,1185.5,1155.5,1162.2,1874504,Mid Cap
GODREJCP,2025-09-24,1198.9,1204.0,1177.8,1186.0,1837585,Mid Cap
DABUR,2025-09-24,515.0,520.95,511.4,517.8,1780331,Mid Cap
LAURUSLABS,2025-09-24,911.9,925.0,907.5,909.75,1724470,Mid Cap
ADANIENT,2025-09-24,2655.0,2676.0,2614.4,2619.8,1720340,Mid Cap
BIOCON,2025-09-24,359.5,361.25,356.15,358.95,1684369,Mid Cap
CHOLAFIN,2025-09-24,1611.0,1640.0,1611.0,1630.2,1640681,Mid Cap
MAZDOCK,2025-09-24,2959.7,2995.0,2924.0,2940.2,1485992,Mid Cap
FORTIS,2025-09-24,969.0,972.15,952.85,960.4,1197122,Mid Cap
NAUKRI,2025-09-24,1391.0,1405.6,1375.0,1385.3,1082691,Mid Cap
VOLTAS,2025-09-24,1371.9,1377.0,1355.0,1372.3,1056460,Mid Cap
TRENT,2025-09-24,4938.0,4963.5,4879.5,4897.0,940917,Mid Cap
SBICARD,2025-09-24,875.6,887.8,870.75,884.75,924304,Mid Cap
PRESTIGE,2025-09-24,1604.9,1630.0,1553.8,1572.7,848308,Mid Cap
HAVELLS,2025-09-24,1569.8,1571.6,1540.8,1544.5,732957,Mid Cap
JINDALSTEL,2025-09-24,1062.7,1065.75,1046.05,1052.65,729630,Mid Cap
ZYDUSLIFE,2025-09-24,1047.7,1048.4,1033.45,1036.0,657275,Mid Cap
PERSISTENT,2025-09-24,5211.0,5229.5,5132.0,5191.5,607925,Mid Cap
LICI,2025-09-24,897.65,902.1,892.35,894.25,553124,Mid Cap
MUTHOOTFIN,2025-09-24,3049.9,3100.8,3043.1,3088.3,546530,Mid Cap
PIDILITIND,2025-09-24,1489.3,1521.7,1475.0,1519.5,540967,Mid Cap
MPHASIS,2025-09-24,2750.0,2751.8,2704.3,2740.9,518352,Mid Cap
SYNGENE,2025-09-24,643.65,645.45,638.55,641.15,509927,Mid Cap
TORNTPOWER,2025-09-24,1287.1,1289.5,1260.6,1264.3,485157,Mid Cap
UNOMINDA,2025-09-24,1324.8,1326.4,1301.4,1308.8,468025,Mid Cap
COLPAL,2025-09-24,2310.4,2344.0,2308.0,2319.0,460441,Mid Cap
LUPIN,2025-09-24,2004.1,2014.9,1988.0,1990.9,403692,Mid Cap
KPITTECH,2025-09-24,1249.7,1249.7,1238.0,1240.6,390984,Mid Cap
TATACHEM,2025-09-24,960.0,971.3,955.5,964.15,375500,Mid Cap
POLYCAB,2025-09-24,7590.0,7623.5,7505.0,7532.5,352445,Mid Cap
HDFCAMC,2025-09-24,5864.0,5900.0,5742.0,5790.0,281048,Mid Cap
APOLLOHOSP,2025-09-24,7698.0,7730.0,7634.5,7643.5,201983,Mid Cap
MANKIND,2025-09-24,2565.9,2570.0,2521.1,2529.7,195309,Mid Cap
BHARTIHEXA,2025-09-24,1712.0,1717.7,1682.6,1687.6,176537,Mid Cap
SRF,2025-09-24,2903.1,2916.0,2882.6,2907.1,165767,Mid Cap
